SYSTEMNAME;NAME;DESCRIPTION;UNIT;DATATYPE;SIZE_1;MAINNR;BLOCKNR;BLOCKCNT;SUBBLNR;WGNR;WGIND;UPDATEDBY;QUANTITYGROUP;COMMENT;NORMCODE
PWEAU;PWEAU;CALO: Puissance à l¿eau;kW;Real;2;0;0;0;0;0;0;A;5;Common;5382
MFB50_1;MFB50_1;IND: Fraction brulée 50% cyl. 1;°;Real;3;0;0;0;0;0;0;A;5;Common;5383
MFB50_2;MFB50_2;IND: Fraction brulée 50% cyl. 2;°;Real;3;0;0;0;0;0;0;A;5;Common;5384
MFB50_3;MFB50_3;IND: Fraction brulée 50% cyl. 3;°;Real;3;0;0;0;0;0;0;A;5;Common;5385
MFB50_4;MFB50_4;IND: Fraction brulée 50% cyl. 4;°;Real;3;0;0;0;0;0;0;A;5;Common;5386
MFB50_5;MFB50_5;IND: Fraction brulée 50% cyl. 5;°;Real;3;0;0;0;0;0;0;A;5;Common;5387
MFB50_6;MFB50_6;IND: Fraction brulée 50% cyl. 6;°;Real;3;0;0;0;0;0;0;A;5;Common;5388
WT_P_TUN;WT_P_TUN;WT: Exhaust pressure tunnel;mbar;Real;1;0;0;0;0;0;0;A;5;Common;5389
MFB90_1;MFB90_1;IND: Fraction brulée 90% cyl. 1;°;Real;3;0;0;0;0;0;0;A;5;Common;5390
MFB90_2;MFB90_2;IND: Fraction brulée 90% cyl. 2;°;Real;3;0;0;0;0;0;0;A;5;Common;5391
MFB90_3;MFB90_3;IND: Fraction brulée 90% cyl. 3;°;Real;3;0;0;0;0;0;0;A;5;Common;5392
MFB90_4;MFB90_4;IND: Fraction brulée 90% cyl. 4;°;Real;3;0;0;0;0;0;0;A;5;Common;5393
MFB90_5;MFB90_5;IND: Fraction brulée 90% cyl 5;°;Real;3;0;0;0;0;0;0;A;5;Common;5394
MFB90_6;MFB90_6;IND: Fraction brulée 90% cyl 6;°;Real;3;0;0;0;0;0;0;A;5;Common;5395
LEV4_R;LEV4_R;GMP: Levier pos. R num. piste 4;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5396
KP_PK_1;KP_PK_1;IND: Knock peak max cyl. 1;bar;Real;3;0;0;0;0;0;0;A;5;Common;5397
KP_PK_2;KP_PK_2;IND: Knock peak max cyl. 2;bar;Real;3;0;0;0;0;0;0;A;5;Common;5398
KP_PK_3;KP_PK_3;IND: Knock peak max cyl. 3;bar;Real;3;0;0;0;0;0;0;A;5;Common;5399
KP_PK_4;KP_PK_4;IND: Knock peak max cyl. 4;bar;Real;3;0;0;0;0;0;0;A;5;Common;5400
KP_PK_5;KP_PK_5;IND: Knock peak max cyl. 5;bar;Real;3;0;0;0;0;0;0;A;5;Common;5401
KP_PK_6;KP_PK_6;IND: Knock peak max cyl. 6;bar;Real;3;0;0;0;0;0;0;A;5;Common;5402
LEV1_N;LEV1_N;GMP: Levier pos. N num. piste 1;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5403
TX_CL_1;TX_CL_1;IND: Taux de cliquetis cyl. 1;%;Real;3;0;0;0;0;0;0;A;5;Common;5404
TX_CL_2;TX_CL_2;IND: Taux de cliquetis cyl. 2;%;Real;3;0;0;0;0;0;0;A;5;Common;5405
TX_CL_3;TX_CL_3;IND: Taux de cliquetis cyl. 3;%;Real;3;0;0;0;0;0;0;A;5;Common;5406
TX_CL_4;TX_CL_4;IND: Taux de cliquetis cyl. 4;%;Real;3;0;0;0;0;0;0;A;5;Common;5407
TX_CL_5;TX_CL_5;IND: Taux de cliquetis cyl. 5;%;Real;3;0;0;0;0;0;0;A;5;Common;5408
TX_CL_6;TX_CL_6;IND: Taux de cliquetis cyl. 6;%;Real;3;0;0;0;0;0;0;A;5;Common;5409
N_DELTA;N_DELTA;GMP: delta régimes roues D/G;rpm;Real;1;0;0;0;0;0;0;A;5;Common;5410
N_MOY;N_MOY;GMP: régime moyen roues D/G;rpm;Real;1;0;0;0;0;0;0;A;5;Common;5411
C_DELTA;C_DELTA;GMP: delta couples roues D/G;Nm;Real;1;0;0;0;0;0;0;A;5;Common;5412
C_TOT;C_TOT;GMP: somme couples roues D/G;Nm;Real;1;0;0;0;0;0;0;A;5;Common;5413
LEV2_N;LEV2_N;GMP: Levier pos. N num. piste 2;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5414
LEV3_N;LEV3_N;GMP: Levier pos. N num. piste 3;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5415
LEV4_N;LEV4_N;GMP: Levier pos. N num. piste 4;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5416
LEV1_D;LEV1_D;GMP: Levier pos. D num. piste 1;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5417
IGA_0;IGA_0;IND: Avance allumage;A;Real;3;0;0;0;0;0;0;A;5;Common;5418
IOA_0;IOA_0;IND: Avance injection;°;Real;3;0;0;0;0;0;0;A;5;Common;5419
CAMAD;CAMAD;IND: Signal cible AAC admission;°;Real;3;0;0;0;0;0;0;A;5;Common;5420
CAMEC;CAMEC;IND:Signal cible AAC échappement;°;Real;3;0;0;0;0;0;0;A;5;Common;5421
CRK;CRK;IND: Signal cible volant moteur;°;Real;3;0;0;0;0;0;0;A;5;Common;5422
LEV2_D;LEV2_D;GMP: Levier pos. D num. piste 2;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5423
LEV3_D;LEV3_D;GMP: Levier pos. D num. piste 3;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5424
LEV4_D;LEV4_D;GMP: Levier pos. D num. piste 4;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5425
LEV1_M;LEV1_M;GMP: Levier pos. H num. piste 1;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5426
LEV2_M;LEV2_M;GMP: Levier pos. H num. piste 2;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5427
LEV3_M;LEV3_M;GMP: Levier pos. H num. piste 3;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5428
PADM_0;PADM_0;IND: Pr. instantannées admission;bar;Real;3;0;0;0;0;0;0;A;5;Common;5429
PECH_0;PECH_0;IND: Pr. instantannées échap;bar;Real;3;0;0;0;0;0;0;A;5;Common;5430
IGN_0;IGN_0;IND: Signal allumage primaire;A;Real;3;0;0;0;0;0;0;A;5;Common;5431
INJ_0;INJ_0;IND: Courant injecteur;A;Real;3;0;0;0;0;0;0;A;5;Common;5432
LEV4_M;LEV4_M;GMP: Levier pos.H num. piste 4;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5433
MAFSP;MAFSP;ECU: Vxx_maf_sp;mg/str;Real;3;0;0;0;0;0;0;A;5;Common;5434
EMTV;EMTV;ECU: Vxx_emtv_psn_rel;%;Real;3;0;0;0;0;0;0;A;5;Common;5435
ITPSP;ITPSP;ECU: Vxx_it_psn_sp;%;Real;3;0;0;0;0;0;0;A;5;Common;5436
LIBR5437;ITPR;ECU: Vxx_it_psn_rel;%;Real;3;0;0;0;0;0;0;A;5;Common;5437
LPEVR;LPEVR;ECU: Vxx_lpev_psn_rel;%;Real;3;0;0;0;0;0;0;A;5;Common;5438
ETPR;ETPR;ECU: Vxx_et_psn_rel;%;Real;3;0;0;0;0;0;0;A;5;Common;5439
ADV;ADV;ECU: Vxx_inj_open_angl1;°;Real;3;0;0;0;0;0;0;A;5;Common;5440
SPGSP;SPGSP;ECU: Vxx_vnt_spg_sp;mbar;Real;3;0;0;0;0;0;0;A;5;Common;5441
SPG;SPG;ECU: Vxx_spg;mbar;Real;3;0;0;0;0;0;0;A;5;Common;5442
VNTCT;VNTCT;ECU: Vxx_vnt_ctl_pwm;%;Real;3;0;0;0;0;0;0;A;5;Common;5443
VNTPW;VNTPW;ECU: Vxx_vnt_pwm;%;Real;3;0;0;0;0;0;0;A;5;Common;5444
RLPSP;RLPSP;ECU: Vxx_[gas_]rps_rail_prs_sp;bar;Real;3;0;0;0;0;0;0;A;5;Common;5445
RLP;RLP;ECU: Vxx_[sens_gas_]rail_prs;bar;Real;3;0;0;0;0;0;0;A;5;Common;5446
FP1;FP1;ECU: Vxx_fms_fp1;mg/str;Real;3;0;0;0;0;0;0;A;5;Common;5447
TP1;TP1;ECU: Vxx_fms_tp1;us;Real;3;0;0;0;0;0;0;A;5;Common;5448
TIP1;TIP1;ECU: Vxx_fms_esti_ti_pinj1;us;Real;3;0;0;0;0;0;0;A;5;Common;5449
FP2;FP2;ECU: Vxx_fms_fp2;mg/str;Real;3;0;0;0;0;0;0;A;5;Common;5450
TP2;TP2;ECU: Vxx_fms_tp2;us;Real;3;0;0;0;0;0;0;A;5;Common;5451
TIP2;TIP2;ECU: Vxx_fms_esti_ti_pinj2;us;Real;3;0;0;0;0;0;0;A;5;Common;5452
FMAIN;FMAIN;ECU: Vxx_fms_fim_main;mg/str;Real;3;0;0;0;0;0;0;A;5;Common;5453
TIMAIN;TIMAIN;ECU: Vxx_fms_esti_ti_main;us;Real;3;0;0;0;0;0;0;A;5;Common;5454
TAF;TAF;ECU: Vxx_fms_taf;us;Real;3;0;0;0;0;0;0;A;5;Common;5455
FAF;FAF;ECU: Vxx_fms_faf;mg/str;Real;3;0;0;0;0;0;0;A;5;Common;5456
TIAF;TIAF;ECU: Vxx_fms_esti_ti_aftr;us;Real;3;0;0;0;0;0;0;A;5;Common;5457
FPO;FPO;ECU: Vxx_fms_fpo;mg/str;Real;3;0;0;0;0;0;0;A;5;Common;5458
TPO;TPO;ECU: Vxx_fms_tpo;°;Real;3;0;0;0;0;0;0;A;5;Common;5459
TIPO;TIPO;ECU: Vxx_fms_esti_ti_post;us;Real;3;0;0;0;0;0;0;A;5;Common;5460
FLP;FLP;ECU: Vxx_fms_flp;mg/str;Real;3;0;0;0;0;0;0;A;5;Common;5461
TLP;TLP;ECU: Vxx_fms_tlp;°;Real;3;0;0;0;0;0;0;A;5;Common;5462
TILP;TILP;ECU: Vxx_fms_esti_ti_lpos;us;Real;3;0;0;0;0;0;0;A;5;Common;5463
TIA;TIA;ECU: Vxx_tia;°C;Real;2;0;0;0;0;0;0;A;5;Common;5464
TCO;TCO;ECU: Vxx_tco;°C;Real;3;0;0;0;0;0;0;A;5;Common;5465
LIBR5466;EXPRS;ECU: Vxx_ex_prs;mbar;Real;3;0;0;0;0;0;0;A;5;Common;5466
TBT;TBT;ECU: Vxx_tbt;°C;Real;3;0;0;0;0;0;0;A;5;Common;5467
CTPME;TSEGB2;MES: T° EGR BP gas inlet valve;°C;Real;2;0;0;0;0;0;0;A;5;Common;5468
LEV1_PLU;LEV1_PLU;GMP: Levier '+' num. piste 1;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5469
LEV2_PLU;LEV2_PLU;GMP: Levier '+' num. piste 2;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5470
A_VOL;A_VOL;ECU: Vxx_iga_appl;°;Real;3;0;0;0;0;0;0;A;5;Common;5471
AVCRT;AVCRT;ECU: Vxx_raw_max_iga;°;Real;3;0;0;0;0;0;0;A;5;Common;5472
ALFCL;ALFCL;ECU: Vxx_mv_cl_ti_fac;%;Real;3;0;0;0;0;0;0;A;5;Common;5473
ENRPG;ENRPG;ECU: Vxx_ol_ti_fac;-;Real;3;0;0;0;0;0;0;A;5;Common;5474
ADGAIN;ADGAIN;ECU: Vxx_ti_ad_fac;-;Real;3;0;0;0;0;0;0;A;5;Common;5475
ADZERO;ADZERO;ECU: Vxx_ti_ad_ofs;-;Real;3;0;0;0;0;0;0;A;5;Common;5476
LEV3_PLU;LEV3_PLU;GMP: Levier '+' num. piste 3;0/1;Real;0;0;0;0;0;0;0;A;5;Common;5477
FL;FL;ECU: Vbx_fl;-;Real;3;0;0;0;0;0;0;A;5;Common;5478
ALCRT;ALCRT;ECU: Vxx_fill_efv_cor_rat;-;Real;3;0;0;0;0;0;0;A;5;Common;5479
MAREF;MAREF;ECU: Vxx_map_ref;mbar;Real;3;0;0;0;0;0;0;A;5;Common;5480
MTMUX;MTMUX;ECU: Vxx_maf_eng_sp;kg/h;Real;3;0;0;0;0;0;0;A;5;Common;5481
LIBR5482;PTQ;ECU: Vxx_ptq;Nm;Real;3;0;0;0;0;0;0;A;5;Common;5482
LIBR5483;EMTVOFF;ECU: Vbx_emtv_clos;-;Real;0;0;0;0;0;0;0;A;5;Common;5483
LIBR5484;TQETGT;ECU: Vxx_arb_tqe_tgt;Nm;Real;3;0;0;0;0;0;0;A;5;Common;5484
ESTQE;ESTQE;ECU: Vxx_esti_tqe;Nm;Real;3;0;0;0;0;0;0;A;5;Common;5485
KSCMX;KSCMX;ECU: Vxx_knk_slow_cor_max_iga;°;Real;3;0;0;0;0;0;0;A;5;Common;5486
PSURA;PSURA;ECU: Vxx_spg_prs_sp;mbar;Real;3;0;0;0;0;0;0;A;5;Common;5487
RCOWG;RCOWG;ECU: Vxx_spg_pwm_sp;-;Real;3;0;0;0;0;0;0;A;5;Common;5488
API_DI19;API_DI19;API: DB27 Mot Adress 19;-;Real;0;0;0;0;0;0;0;A;5;Common;5489
API_DI20;API_DI20;API: DB27 Mot Adress 20;-;Real;0;0;0;0;0;0;0;A;5;Common;5490
P2S_5;P2S_5;IND: Pcyl Max + 2 Sigma cyl. 5;bar;Real;3;0;0;0;0;0;0;A;5;Common;5491
P2S_6;P2S_6;IND: Pcyl Max + 2 Sigma cyl. 6;bar;Real;3;0;0;0;0;0;0;A;5;Common;5492
API_DI21;API_DI21;API: DB27 Mot Adress 21;-;Real;0;0;0;0;0;0;0;A;5;Common;5493
API_DI22;API_DI22;API: DB27 Mot Adress 22;-;Real;0;0;0;0;0;0;0;A;5;Common;5494
API_DI23;API_DI23;API: DB27 Mot Adress 23;-;Real;0;0;0;0;0;0;0;A;5;Common;5495
API_DI24;API_DI24;API: DB27 Mot Adress 24;-;Real;0;0;0;0;0;0;0;A;5;Common;5496
API_DI25;API_DI25;API: DB27 Mot Adress 25;-;Real;0;0;0;0;0;0;0;A;5;Common;5497
API_DI26;API_DI26;API: DB27 Mot Adress 26;-;Real;0;0;0;0;0;0;0;A;5;Common;5498
API_DI27;API_DI27;API: DB27 Mot Adress 27;-;Real;0;0;0;0;0;0;0;A;5;Common;5499
API_DI28;API_DI28;API: DB27 Mot Adress 28;-;Real;0;0;0;0;0;0;0;A;5;Common;5500
API_DI29;API_DI29;API: DB27 Mot Adress 29;-;Real;0;0;0;0;0;0;0;A;5;Common;5501
API_DI30;API_DI30;API: DB27 Mot Adress 30;-;Real;0;0;0;0;0;0;0;A;5;Common;5502
TCK16_01;TCK16_01;ME_: T° type TcK FEM 16 voie 01;°C;Real;2;0;0;0;0;0;0;A;5;Common;5503
TCK16_02;TCK16_02;ME_: T° type TcK FEM 16 voie 02;°C;Real;2;0;0;0;0;0;0;A;5;Common;5504
TCK16_03;TCK16_03;ME_: T° type TcK FEM 16 voie 03;°C;Real;2;0;0;0;0;0;0;A;5;Common;5505
TCK16_04;TCK16_04;ME_: T° type TcK FEM 16 voie 04;°C;Real;2;0;0;0;0;0;0;A;5;Common;5506
TCK16_05;TCK16_05;ME_: T° type TcK FEM 16 voie 05;°C;Real;2;0;0;0;0;0;0;A;5;Common;5507
TCK16_06;TCK16_06;ME_: T° type TcK FEM 16 voie 06;°C;Real;2;0;0;0;0;0;0;A;5;Common;5508
TCK16_07;TCK16_07;ME_: T° type TcK FEM 16 voie 07;°C;Real;2;0;0;0;0;0;0;A;5;Common;5509
TCK16_08;TCK16_08;ME_: T° type TcK FEM 16 voie 08;°C;Real;2;0;0;0;0;0;0;A;5;Common;5510
TCK16_09;TCK16_09;ME_: T° type TcK FEM 16 voie 09;°C;Real;2;0;0;0;0;0;0;A;5;Common;5511
TCK16_10;TCK16_10;ME_: T° type TcK FEM 16 voie 10;°C;Real;2;0;0;0;0;0;0;A;5;Common;5512
TCK16_11;TCK16_11;ME_: T° type TcKFEM 16 voie 11;°C;Real;2;0;0;0;0;0;0;A;5;Common;5513
TCK16_12;TCK16_12;ME_: T° type TcK FEM 16 voie 12;°C;Real;2;0;0;0;0;0;0;A;5;Common;5514
TCK16_13;TCK16_13;ME_: T° type TcK FEM 16 voie 13;°C;Real;2;0;0;0;0;0;0;A;5;Common;5515
TCK16_14;TCK16_14;ME_: T° type TcK FEM 16 voie 14;°C;Real;2;0;0;0;0;0;0;A;5;Common;5516
TCK16_15;TCK16_15;ME_: T° type TcK FEM 16 voie 15;°C;Real;2;0;0;0;0;0;0;A;5;Common;5517
TCK16_16;TCK16_16;ME_: T° type TcK FEM 16 voie 16;°C;Real;2;0;0;0;0;0;0;A;5;Common;5518
TCK17_01;TCK17_01;ME_: T° type TcKFEM 17 voie 01;°C;Real;2;0;0;0;0;0;0;A;5;Common;5519
TCK17_02;TCK17_02;ME_: T° type TcKFEM 17 voie 02;°C;Real;2;0;0;0;0;0;0;A;5;Common;5520
TCK17_03;TCK17_03;ME_: T° type TcK FEM 17 voie 03;°C;Real;2;0;0;0;0;0;0;A;5;Common;5521
TCK17_04;TCK17_04;ME_: T° type TcK FEM 17 voie 04;°C;Real;2;0;0;0;0;0;0;A;5;Common;5522
TCK17_05;TCK17_05;ME_: T° type TcK FEM 17 voie 05;°C;Real;2;0;0;0;0;0;0;A;5;Common;5523
TCK17_06;TCK17_06;ME_: T° type TcK FEM 17 voie 06;°C;Real;2;0;0;0;0;0;0;A;5;Common;5524
TCK17_07;TCK17_07;ME_: T° type TcK FEM 17 voie 07;°C;Real;2;0;0;0;0;0;0;A;5;Common;5525
TCK17_08;TCK17_08;ME_: T° type TcK FEM 17 voie 08;°C;Real;2;0;0;0;0;0;0;A;5;Common;5526
TCK17_09;TCK17_09;ME_: T° type TcK FEM 17 voie 09;°C;Real;2;0;0;0;0;0;0;A;5;Common;5527
TCK17_10;TCK17_10;ME_: T° type TcK FEM 17 voie 10;°C;Real;2;0;0;0;0;0;0;A;5;Common;5528
TCK17_11;TCK17_11;ME_: T° type TcK FEM 17 voie 11;°C;Real;2;0;0;0;0;0;0;A;5;Common;5529
TCK17_12;TCK17_12;ME_: T° type TcK FEM 17 voie 12;°C;Real;2;0;0;0;0;0;0;A;5;Common;5530
TCK17_13;TCK17_13;ME_: T° type TcK FEM 17 voie 13;°C;Real;2;0;0;0;0;0;0;A;5;Common;5531
TCK17_14;TCK17_14;ME_: T° type TcK FEM 17 voie 14;°C;Real;2;0;0;0;0;0;0;A;5;Common;5532
TCK17_15;TCK17_15;ME_: T° type TcK FEM 17 voie 15;°C;Real;2;0;0;0;0;0;0;A;5;Common;5533
TCK17_16;TCK17_16;ME_: T° type TcK FEM 17 voie 16;°C;Real;2;0;0;0;0;0;0;A;5;Common;5534
TCK18_01;TCK18_01;ME_: T° type TcK FEM 18 voie 01;°C;Real;2;0;0;0;0;0;0;A;5;Common;5535
TCK18_02;TCK18_02;ME_: T° type TcK FEM 18 voie 02;°C;Real;2;0;0;0;0;0;0;A;5;Common;5536
TCK18_03;TCK18_03;ME_: T° type TcK FEM 18 voie 03;°C;Real;2;0;0;0;0;0;0;A;5;Common;5537
TCK18_04;TCK18_04;ME_: T° type TcK FEM 18 voie 04;°C;Real;2;0;0;0;0;0;0;A;5;Common;5538
TCK18_05;TCK18_05;ME_: T° type TcK FEM 18 voie 05;°C;Real;2;0;0;0;0;0;0;A;5;Common;5539
TCK18_06;TCK18_06;ME_: T° type TcK FEM 18 voie 06;°C;Real;2;0;0;0;0;0;0;A;5;Common;5540
TCK18_07;TCK18_07;ME_: T° type TcK FEM 18 voie 07;°C;Real;2;0;0;0;0;0;0;A;5;Common;5541
TCK18_08;TCK18_08;ME_: T° type TcK FEM 18 voie 08;°C;Real;2;0;0;0;0;0;0;A;5;Common;5542
TCK18_09;TCK18_09;ME_: T° type TcK FEM 18 voie 09;°C;Real;2;0;0;0;0;0;0;A;5;Common;5543
TCK18_10;TCK18_10;ME_: T° type TcK FEM 18 voie 10;°C;Real;2;0;0;0;0;0;0;A;5;Common;5544
TCK18_11;TCK18_11;ME_: T° type TcK FEM 18 voie 11;°C;Real;2;0;0;0;0;0;0;A;5;Common;5545
TCK18_12;TCK18_12;ME_: T° type TcK FEM 18 voie 12;°C;Real;2;0;0;0;0;0;0;A;5;Common;5546
TCK18_13;TCK18_13;ME_: T° type TcK FEM 18 voie 13;°C;Real;2;0;0;0;0;0;0;A;5;Common;5547
TCK18_14;TCK18_14;ME_: T° type TcK FEM 18 voie 14;°C;Real;2;0;0;0;0;0;0;A;5;Common;5548
TCK18_15;TCK18_15;ME_: T° type TcK FEM 18 voie 15;°C;Real;2;0;0;0;0;0;0;A;5;Common;5549
TCK18_16;TCK18_16;ME_: T° type TcK FEM 18 voie 16;°C;Real;2;0;0;0;0;0;0;A;5;Common;5550
TCK19_01;TCK19_01;ME_: T° type TcK FEM 19 voie 01;°C;Real;2;0;0;0;0;0;0;A;5;Common;5551
TCK19_02;TCK19_02;ME_: T° type TcK FEM 19 voie 02;°C;Real;2;0;0;0;0;0;0;A;5;Common;5552
TCK19_03;TCK19_03;ME_: T° type TcK FEM 19 voie 03;°C;Real;2;0;0;0;0;0;0;A;5;Common;5553
TCK19_04;TCK19_04;ME_: T° type TcK FEM 19 voie 04;°C;Real;2;0;0;0;0;0;0;A;5;Common;5554
TCK19_05;TCK19_05;ME_: T° type TcK FEM 19 voie 05;°C;Real;2;0;0;0;0;0;0;A;5;Common;5555
TCK19_06;TCK19_06;ME_: T° type TcK FEM 19 voie 06;°C;Real;2;0;0;0;0;0;0;A;5;Common;5556
TCK19_07;TCK19_07;ME_: T° type TcK FEM 19 voie 07;°C;Real;2;0;0;0;0;0;0;A;5;Common;5557
TCK19_08;TCK19_08;ME_: T° type TcK FEM 19 voie 08;°C;Real;2;0;0;0;0;0;0;A;5;Common;5558
TCK19_09;TCK19_09;ME_: T° type TcK FEM 19 voie 09;°C;Real;2;0;0;0;0;0;0;A;5;Common;5559
TCK19_10;TCK19_10;ME_: T° type TcK FEM 19 voie 10;°C;Real;2;0;0;0;0;0;0;A;5;Common;5560
TCK19_11;TCK19_11;ME_: T° type TcK FEM 19 voie 11;°C;Real;2;0;0;0;0;0;0;A;5;Common;5561
TCK19_12;TCK19_12;ME_: T° type TcK FEM 19 voie 12;°C;Real;2;0;0;0;0;0;0;A;5;Common;5562
TCK19_13;TCK19_13;ME_: T° type TcK FEM 19 voie 13;°C;Real;2;0;0;0;0;0;0;A;5;Common;5563
TCK19_14;TCK19_14;ME_: T° type TcK FEM 19 voie 14;°C;Real;2;0;0;0;0;0;0;A;5;Common;5564
TCK19_15;TCK19_15;ME_: T° type TcK FEM 19 voie 15;°C;Real;2;0;0;0;0;0;0;A;5;Common;5565
TCK19_16;TCK19_16;ME_: T° type TcK FEM 19 voie 16;°C;Real;2;0;0;0;0;0;0;A;5;Common;5566
TCK20_01;TCK20_01;ME_: T° type TcK FEM 20 voie 01;°C;Real;2;0;0;0;0;0;0;A;5;Common;5567
TCK20_02;TCK20_02;ME_: T° type TcK FEM 20 voie 02;°C;Real;2;0;0;0;0;0;0;A;5;Common;5568
TCK20_03;TCK20_03;ME_: T° type TcK FEM 20 voie 03;°C;Real;2;0;0;0;0;0;0;A;5;Common;5569
TCK20_04;TCK20_04;ME_: T° type TcK FEM 20 voie 04;°C;Real;2;0;0;0;0;0;0;A;5;Common;5570
TCK20_05;TCK20_05;ME_: T° type TcK FEM 20 voie 05;°C;Real;2;0;0;0;0;0;0;A;5;Common;5571
TCK20_06;TCK20_06;ME_: T° type TcK FEM 20 voie 06;°C;Real;2;0;0;0;0;0;0;A;5;Common;5572
TCK20_07;TCK20_07;ME_: T° type TcK FEM 20 voie 07;°C;Real;2;0;0;0;0;0;0;A;5;Common;5573
TCK20_08;TCK20_08;ME_: T° type TcK FEM 20 voie 08;°C;Real;2;0;0;0;0;0;0;A;5;Common;5574
TCK20_09;TCK20_09;ME_: T° type TcK FEM 20 voie 09;°C;Real;2;0;0;0;0;0;0;A;5;Common;5575
TCK20_10;TCK20_10;ME_: T° type TcK FEM 20 voie 10;°C;Real;2;0;0;0;0;0;0;A;5;Common;5576
TCK20_11;TCK20_11;ME_: T° type TcK FEM 20 voie 11;°C;Real;2;0;0;0;0;0;0;A;5;Common;5577
TCK20_12;TCK20_12;ME_: T° type TcK FEM 20 voie 12;°C;Real;2;0;0;0;0;0;0;A;5;Common;5578
TCK20_13;TCK20_13;ME_: T° type TcK FEM 20 voie 13;°C;Real;2;0;0;0;0;0;0;A;5;Common;5579
TCK20_14;TCK20_14;ME_: T° type TcK FEM 20 voie 14;°C;Real;2;0;0;0;0;0;0;A;5;Common;5580
TCK20_15;TCK20_15;ME_: T° type TcK FEM 20 voie 15;°C;Real;2;0;0;0;0;0;0;A;5;Common;5581
TCK20_16;TCK20_16;ME_: T° type TcK FEM 20 voie 16;°C;Real;2;0;0;0;0;0;0;A;5;Common;5582
TCK21_01;TCK21_01;ME_: T° type TcK FEM 21 voie 01;°C;Real;2;0;0;0;0;0;0;A;5;Common;5583
TCK21_02;TCK21_02;ME_: T° type TcK FEM 21 voie 02;°C;Real;2;0;0;0;0;0;0;A;5;Common;5584
TCK21_03;TCK21_03;ME_: T° type TcK FEM 21 voie 03;°C;Real;2;0;0;0;0;0;0;A;5;Common;5585
TCK21_04;TCK21_04;ME_: T° type TcK FEM 21 voie 04;°C;Real;2;0;0;0;0;0;0;A;5;Common;5586
TCK21_05;TCK21_05;ME_: T° type TcK FEM 21 voie 05;°C;Real;2;0;0;0;0;0;0;A;5;Common;5587
TCK21_06;TCK21_06;ME_: T° type TcK FEM 21 voie 06;°C;Real;2;0;0;0;0;0;0;A;5;Common;5588
TCK21_07;TCK21_07;ME_: T° type TcK FEM 21 voie 07;°C;Real;2;0;0;0;0;0;0;A;5;Common;5589
TCK21_08;TCK21_08;ME_: T° type TcK FEM 21 voie 08;°C;Real;2;0;0;0;0;0;0;A;5;Common;5590
TCK21_09;TCK21_09;ME_: T° type TcK FEM 21 voie 09;°C;Real;2;0;0;0;0;0;0;A;5;Common;5591
TCK21_10;TCK21_10;ME_: T° type TcK FEM 21 voie 10;°C;Real;2;0;0;0;0;0;0;A;5;Common;5592
TCK21_11;TCK21_11;ME_: T° type TcK FEM 21 voie 11;°C;Real;2;0;0;0;0;0;0;A;5;Common;5593
TCK21_12;TCK21_12;ME_: T° type TcK FEM 21 voie 12;°C;Real;2;0;0;0;0;0;0;A;5;Common;5594
TCK21_13;TCK21_13;ME_: T° type TcK FEM 21 voie 13;°C;Real;2;0;0;0;0;0;0;A;5;Common;5595
TCK21_14;TCK21_14;ME_: T° type TcK FEM 21 voie 14;°C;Real;2;0;0;0;0;0;0;A;5;Common;5596
TCK21_15;TCK21_15;ME_: T° type TcK FEM 21 voie 15;°C;Real;2;0;0;0;0;0;0;A;5;Common;5597
TCK21_16;TCK21_16;ME_: T° type TcK FEM 21 voie 16;°C;Real;2;0;0;0;0;0;0;A;5;Common;5598
TCK22_01;TCK22_01;ME_: T° type TcK FEM 22 voie 01;°C;Real;2;0;0;0;0;0;0;A;5;Common;5599
TCK22_02;TCK22_02;ME_: T° type TcK FEM 22 voie 02;°C;Real;2;0;0;0;0;0;0;A;5;Common;5600
TCK22_03;TCK22_03;ME_: T° type TcK FEM 22 voie 03;°C;Real;2;0;0;0;0;0;0;A;5;Common;5601
TCK22_04;TCK22_04;ME_: T° type TcK FEM 22 voie 04;°C;Real;2;0;0;0;0;0;0;A;5;Common;5602
TCK22_05;TCK22_05;ME_: T° type TcK FEM 22 voie 05;°C;Real;2;0;0;0;0;0;0;A;5;Common;5603
TCK22_06;TCK22_06;ME_: T° type TcK FEM 22 voie 06;°C;Real;2;0;0;0;0;0;0;A;5;Common;5604
TCK22_07;TCK22_07;ME_: T° type TcK FEM 22 voie 07;°C;Real;2;0;0;0;0;0;0;A;5;Common;5605
